race,position,driver_number,name_acronym,team_name,laps_completed,fastest_lap,avg_lap_time
Austria,20,27,HUL,Haas F1 Team,12.0,71.066,82.07858333333333
Azerbaijan,1,11,PER,Red Bull Racing,51.0,104.589,109.07413725490196
Azerbaijan,2,1,VER,Red Bull Racing,51.0,104.232,109.11625490196079
Azerbaijan,3,16,LEC,Ferrari,51.0,104.561,109.49074509803923
Azerbaijan,4,14,ALO,Aston Martin,51.0,104.241,109.50621568627452
Azerbaijan,5,55,SAI,Ferrari,51.0,105.175,109.96690196078431
Azerbaijan,6,44,HAM,Mercedes,51.0,105.346,109.9792156862745
Azerbaijan,7,18,STR,Aston Martin,51.0,105.627,110.08731372549019
Azerbaijan,8,63,RUS,Mercedes,51.0,103.37,110.53062745098039
Azerbaijan,9,4,NOR,McLaren,51.0,105.738,110.65027450980392
Azerbaijan,10,22,TSU,AlphaTauri,51.0,105.727,110.71941176470587
Azerbaijan,11,81,PIA,McLaren,51.0,105.631,110.77080392156863
Azerbaijan,12,23,ALB,Williams,51.0,105.925,110.8121568627451
Azerbaijan,13,20,MAG,Haas F1 Team,51.0,105.85,110.83478431372548
Azerbaijan,14,10,GAS,Alpine,51.0,105.54,110.8651568627451
Azerbaijan,15,31,OCO,Alpine,50.0,105.908,110.75458
Azerbaijan,16,2,SAR,Williams,51.0,106.501,111.0543725490196
Azerbaijan,17,27,HUL,Haas F1 Team,49.0,106.731,111.21938775510205
Azerbaijan,18,77,BOT,Alfa Romeo,50.0,106.304,111.63792
Azerbaijan,19,24,ZHO,Alfa Romeo,36.0,107.553,112.85525000000001
Azerbaijan,20,21,DEV,AlphaTauri,9.0,108.781,110.66744444444444
Bahrain,1,1,VER,Red Bull Racing,57.0,96.236,98.8960701754386
Bahrain,2,11,PER,Red Bull Racing,57.0,96.344,99.10640350877192
Bahrain,3,14,ALO,Aston Martin,57.0,96.156,99.57426315789473
Bahrain,4,55,SAI,Ferrari,57.0,97.13,99.73963157894737
Bahrain,5,44,HAM,Mercedes,57.0,96.546,99.79061403508771
Bahrain,6,18,STR,Aston Martin,57.0,96.546,99.85233333333332
Bahrain,7,63,RUS,Mercedes,57.0,97.035,99.87652631578946
Bahrain,8,77,BOT,Alfa Romeo,57.0,97.379,100.17121052631579
Bahrain,9,10,GAS,Alpine,57.0,95.068,100.19070175438597
Bahrain,10,23,ALB,Williams,57.0,97.144,100.47138596491227
Bahrain,11,22,TSU,AlphaTauri,57.0,96.637,100.49043859649123
Bahrain,12,2,SAR,Williams,56.0,96.037,100.68108928571428
Bahrain,13,20,MAG,Haas F1 Team,56.0,96.471,100.96132142857142
Bahrain,14,21,DEV,AlphaTauri,56.0,97.709,101.06505357142858
Bahrain,15,27,HUL,Haas F1 Team,56.0,96.616,101.08948214285714
Bahrain,16,24,ZHO,Alfa Romeo,56.0,93.996,101.36876785714286
Bahrain,17,4,NOR,McLaren,55.0,95.257,102.61347272727272
Bahrain,18,31,OCO,Alpine,41.0,96.797,102.92617073170732
Bahrain,19,16,LEC,Ferrari,39.0,97.17,99.65376923076923
Bahrain,20,81,PIA,McLaren,13.0,100.691,103.29646153846154
Belgium,1,1,VER,Red Bull Racing,44.0,108.922,112.51549999999999
Belgium,2,11,PER,Red Bull Racing,44.0,110.308,113.02359090909091
Belgium,3,16,LEC,Ferrari,44.0,110.436,113.25140909090909
Belgium,4,44,HAM,Mercedes,44.0,107.305,113.64640909090909
Belgium,5,14,ALO,Aston Martin,44.0,110.938,113.79556818181818
Belgium,6,63,RUS,Mercedes,44.0,110.603,113.95081818181819
Belgium,7,4,NOR,McLaren,44.0,111.682,114.1940909090909
Belgium,8,31,OCO,Alpine,44.0,110.439,114.2134318181818
Belgium,9,18,STR,Aston Martin,44.0,111.297,114.32188636363638
Belgium,10,22,TSU,AlphaTauri,44.0,111.394,114.3414090909091
Belgium,11,10,GAS,Alpine,44.0,110.911,114.40618181818182
Belgium,12,77,BOT,Alfa Romeo,44.0,110.515,114.4536818181818
Belgium,13,24,ZHO,Alfa Romeo,44.0,110.188,114.68752272727274
Belgium,14,23,ALB,Williams,44.0,109.841,114.70475
Belgium,15,20,MAG,Haas F1 Team,44.0,110.993,114.82986363636364
Belgium,16,3,RIC,AlphaTauri,44.0,110.994,114.86154545454546
Belgium,17,2,SAR,Williams,44.0,110.236,114.89327272727273
Belgium,18,27,HUL,Haas F1 Team,43.0,109.907,114.82860465116279
Belgium,19,55,SAI,Ferrari,23.0,113.138,117.13886956521739
Belgium,20,81,PIA,McLaren,0.0,,
Brazil,1,1,,,,,
Brazil,2,4,,,,,
Brazil,3,14,,,,,
Brazil,4,11,,,,,
Brazil,5,18,,,,,
Brazil,6,55,,,,,
Brazil,7,10,,,,,
Brazil,8,44,,,,,
Brazil,9,22,,,,,
Brazil,10,31,,,,,
Brazil,11,2,,,,,
Brazil,12,27,,,,,
Brazil,13,3,,,,,
Brazil,14,81,,,,,
Brazil,15,63,,,,,
Brazil,16,77,,,,,
Brazil,17,24,,,,,
Brazil,18,16,,,,,
Brazil,19,20,,,,,
Brazil,20,23,,,,,
Canada,1,1,VER,Red Bull Racing,70.0,75.594,80.55292857142857
Canada,2,14,ALO,Aston Martin,70.0,75.779,80.68965714285714
Canada,3,44,HAM,Mercedes,70.0,75.396,80.75567142857143
Canada,4,16,LEC,Ferrari,70.0,75.907,80.81955714285714
Canada,5,55,SAI,Ferrari,70.0,75.911,80.85954285714286
Canada,6,11,PER,Red Bull Racing,70.0,74.481,81.28238571428571
Canada,7,23,ALB,Williams,70.0,76.917,81.42167142857143
Canada,8,31,OCO,Alpine,70.0,76.782,81.43438571428571
Canada,9,18,STR,Aston Martin,70.0,76.564,81.47184285714285
Canada,10,77,BOT,Alfa Romeo,70.0,76.625,81.47327142857142
Canada,11,81,PIA,McLaren,70.0,76.598,81.48282857142857
Canada,12,10,GAS,Alpine,70.0,76.425,81.48389999999999
Canada,13,4,NOR,McLaren,70.0,76.374,81.45807142857143
Canada,14,22,TSU,AlphaTauri,70.0,76.666,81.60171428571428
Canada,15,27,HUL,Haas F1 Team,69.0,77.232,81.96623188405798
Canada,16,24,ZHO,Alfa Romeo,69.0,77.09,81.97123188405797
Canada,17,20,MAG,Haas F1 Team,69.0,76.126,82.73872463768116
Canada,18,21,DEV,AlphaTauri,69.0,76.656,82.8068695652174
Canada,19,63,RUS,Mercedes,53.0,77.097,82.79628301886791
Canada,20,2,SAR,Williams,6.0,78.437,81.73816666666666
Hungary,1,1,VER,Red Bull Racing,70.0,80.504,84.12815714285713
Hungary,2,4,NOR,McLaren,70.0,82.178,84.61041428571428
Hungary,3,11,PER,Red Bull Racing,70.0,82.295,84.66557142857143
Hungary,4,44,HAM,Mercedes,70.0,81.601,84.68741428571428
Hungary,5,81,PIA,McLaren,70.0,82.736,85.02217142857143
Hungary,6,63,RUS,Mercedes,70.0,82.158,85.0673857142857
Hungary,7,16,LEC,Ferrari,70.0,82.469,85.06157142857144
Hungary,8,55,SAI,Ferrari,70.0,82.584,85.14352857142858
Hungary,9,14,ALO,Aston Martin,70.0,82.745,85.20967142857143
Hungary,10,18,STR,Aston Martin,69.0,83.425,85.558
Hungary,11,23,ALB,Williams,69.0,84.051,85.76872463768116
Hungary,12,77,BOT,Alfa Romeo,69.0,83.651,85.78359420289856
Hungary,13,3,RIC,AlphaTauri,69.0,83.934,85.87328985507246
Hungary,14,27,HUL,Haas F1 Team,69.0,83.573,86.09078260869565
Hungary,15,22,TSU,AlphaTauri,69.0,83.269,86.09310144927537
Hungary,16,24,ZHO,Alfa Romeo,69.0,83.743,86.22442028985506
Hungary,17,20,MAG,Haas F1 Team,69.0,83.864,86.53959420289856
Hungary,18,2,SAR,Williams,67.0,83.496,86.41135820895522
Hungary,19,31,OCO,Alpine,2.0,101.181,104.24600000000001
Hungary,20,10,GAS,Alpine,1.0,125.342,125.342
Italy,1,1,VER,Red Bull Racing,51.0,85.24,86.6936862745098
Italy,2,11,PER,Red Bull Racing,51.0,85.522,86.81423529411764
Italy,3,55,SAI,Ferrari,51.0,85.501,86.91390196078432
Italy,4,16,LEC,Ferrari,51.0,85.58,86.91696078431373
Italy,5,63,RUS,Mercedes,51.0,85.847,87.04847058823529
Italy,6,44,HAM,Mercedes,51.0,85.582,87.43409803921568
Italy,7,23,ALB,Williams,51.0,86.389,87.57864705882353
Italy,8,4,NOR,McLaren,51.0,86.144,87.58641176470589
Italy,9,14,ALO,Aston Martin,51.0,86.105,87.60207843137255
Italy,10,77,BOT,Alfa Romeo,50.0,85.988,87.96878000000001
Italy,11,40,LAW,AlphaTauri,50.0,85.842,88.10477999999999
Italy,12,81,PIA,McLaren,50.0,85.072,88.06674
Italy,13,2,SAR,Williams,50.0,86.84,88.12964
Italy,14,24,ZHO,Alfa Romeo,50.0,85.983,88.2833
Italy,15,10,GAS,Alpine,50.0,85.758,88.30192
Italy,16,18,STR,Aston Martin,50.0,86.617,88.36077999999999
Italy,17,27,HUL,Haas F1 Team,50.0,85.894,88.46969999999999
Italy,18,20,MAG,Haas F1 Team,50.0,86.278,88.6807
Italy,19,31,OCO,Alpine,39.0,86.963,89.10882051282051
Italy,20,22,TSU,AlphaTauri,0.0,,
Japan,1,1,VER,Red Bull Racing,53.0,94.183,102.99630188679245
Japan,2,4,NOR,McLaren,53.0,95.247,103.362
Japan,3,81,PIA,McLaren,53.0,96.328,103.68435849056603
Japan,4,16,LEC,Ferrari,53.0,96.362,103.82533962264152
Japan,5,44,HAM,Mercedes,53.0,95.611,103.92752830188678
Japan,6,55,SAI,Ferrari,53.0,96.187,103.94292452830189
Japan,7,63,RUS,Mercedes,53.0,97.653,104.08354716981133
Japan,8,14,ALO,Aston Martin,53.0,97.203,104.40562264150942
Japan,9,31,OCO,Alpine,53.0,97.398,104.49828301886792
Japan,10,10,GAS,Alpine,53.0,96.371,104.56498113207546
Japan,11,40,LAW,AlphaTauri,52.0,98.267,105.03419230769231
Japan,12,22,TSU,AlphaTauri,52.0,97.768,105.05367307692308
Japan,13,24,ZHO,Alfa Romeo,52.0,97.791,105.09790384615386
Japan,14,27,HUL,Haas F1 Team,52.0,97.25,105.15919230769231
Japan,15,20,MAG,Haas F1 Team,52.0,97.842,105.54553846153847
Japan,16,23,ALB,Williams,26.0,99.185,111.97965384615385
Japan,17,2,SAR,Williams,21.0,98.848,114.51185714285714
Japan,18,18,STR,Aston Martin,20.0,99.05,113.6842
Japan,19,11,PER,Red Bull Racing,15.0,99.704,292.5514
Japan,20,77,BOT,Alfa Romeo,7.0,106.852,146.2642857142857
Mexico,1,1,VER,Red Bull Racing,71.0,81.644,103.5377042253521
Mexico,2,44,HAM,Mercedes,71.0,81.334,103.73302816901409
Mexico,3,16,LEC,Ferrari,71.0,82.332,103.86384507042253
Mexico,4,55,SAI,Ferrari,71.0,82.539,103.92002816901409
Mexico,5,4,NOR,McLaren,71.0,81.944,104.00598591549296
Mexico,6,63,RUS,Mercedes,71.0,82.78,104.11533802816902
Mexico,7,3,RIC,AlphaTauri,71.0,82.679,104.12243661971831
Mexico,8,81,PIA,McLaren,71.0,82.76,104.144
Mexico,9,23,ALB,Williams,71.0,82.773,104.22095774647887
Mexico,10,31,OCO,Alpine,71.0,82.976,104.42342253521127
Mexico,11,10,GAS,Alpine,71.0,83.23,104.46987323943662
Mexico,12,22,TSU,AlphaTauri,71.0,82.501,104.65025352112677
Mexico,13,27,HUL,Haas F1 Team,71.0,83.222,104.669
Mexico,14,77,BOT,Alfa Romeo,71.0,83.166,104.67281690140845
Mexico,15,24,ZHO,Alfa Romeo,71.0,83.567,104.68804225352112
Mexico,16,2,SAR,Williams,70.0,83.003,104.88881428571428
Mexico,17,18,STR,Aston Martin,65.0,83.257,106.57423076923077
Mexico,18,14,ALO,Aston Martin,47.0,83.531,115.30746808510638
Mexico,19,20,MAG,Haas F1 Team,31.0,83.146,86.65745161290322
Mexico,20,11,PER,Red Bull Racing,1.0,103.812,103.812
Monaco,1,1,VER,Red Bull Racing,78.0,76.604,83.74789743589744
Monaco,2,14,ALO,Aston Martin,78.0,76.674,84.10555128205128
Monaco,3,31,OCO,Alpine,78.0,76.528,84.22219230769231
Monaco,4,44,HAM,Mercedes,78.0,75.65,84.24844871794872
Monaco,5,63,RUS,Mercedes,78.0,76.798,84.40547435897436
Monaco,6,16,LEC,Ferrari,78.0,75.773,84.54141025641026
Monaco,7,10,GAS,Alpine,78.0,75.831,84.54747435897436
Monaco,8,55,SAI,Ferrari,78.0,76.449,84.56044871794872
Monaco,9,4,NOR,McLaren,77.0,77.844,84.88848051948051
Monaco,10,81,PIA,McLaren,77.0,77.513,85.01837662337662
Monaco,11,77,BOT,Alfa Romeo,77.0,77.824,85.211
Monaco,12,21,DEV,AlphaTauri,77.0,77.561,85.57980519480519
Monaco,13,24,ZHO,Alfa Romeo,77.0,76.926,85.76825974025974
Monaco,14,23,ALB,Williams,77.0,76.672,85.86438961038961
Monaco,15,22,TSU,AlphaTauri,76.0,77.68,86.05084210526316
Monaco,16,11,PER,Red Bull Racing,76.0,76.269,86.59663157894737
Monaco,17,27,HUL,Haas F1 Team,76.0,76.991,86.5911052631579
Monaco,18,2,SAR,Williams,76.0,77.302,86.91067105263159
Monaco,19,20,MAG,Haas F1 Team,70.0,78.351,87.95801428571428
Monaco,20,18,STR,Aston Martin,53.0,77.769,80.78924528301887
Netherlands,1,1,VER,Red Bull Racing,72.0,73.889,120.06658333333333
Netherlands,2,14,ALO,Aston Martin,72.0,73.837,120.11823611111112
Netherlands,3,10,GAS,Alpine,72.0,74.441,120.16531944444445
Netherlands,4,11,PER,Red Bull Racing,72.0,74.231,120.13694444444442
Netherlands,5,55,SAI,Ferrari,72.0,74.934,120.24055555555555
Netherlands,6,44,HAM,Mercedes,72.0,73.904,120.249
Netherlands,7,4,NOR,McLaren,72.0,74.39,120.250125
Netherlands,8,23,ALB,Williams,72.0,74.468,120.27680555555555
Netherlands,9,81,PIA,McLaren,72.0,74.299,120.29902777777778
Netherlands,10,31,OCO,Alpine,72.0,74.57,120.32218055555556
Netherlands,11,18,STR,Aston Martin,72.0,75.171,120.3446388888889
Netherlands,12,27,HUL,Haas F1 Team,72.0,74.472,120.35522222222221
Netherlands,13,40,LAW,AlphaTauri,72.0,74.82,120.43070833333334
Netherlands,14,20,MAG,Haas F1 Team,71.0,75.489,120.5475633802817
Netherlands,15,77,BOT,Alfa Romeo,72.0,74.698,120.44609722222224
Netherlands,16,22,TSU,AlphaTauri,72.0,76.253,120.41336111111112
Netherlands,17,63,RUS,Mercedes,72.0,75.124,120.84073611111113
Netherlands,18,24,ZHO,Alfa Romeo,62.0,75.417,84.2221935483871
Netherlands,19,16,LEC,Ferrari,41.0,77.277,87.36080487804878
Netherlands,20,2,SAR,Williams,14.0,77.399,93.05214285714285
Qatar,1,1,VER,Red Bull Racing,57.0,84.319,92.27215789473684
Qatar,2,81,PIA,McLaren,57.0,84.921,92.35714035087719
Qatar,3,4,NOR,McLaren,57.0,84.842,92.37712280701754
Qatar,4,63,RUS,Mercedes,57.0,85.77,92.87036842105263
Qatar,5,16,LEC,Ferrari,57.0,84.992,92.95647368421054
Qatar,6,14,ALO,Aston Martin,57.0,86.045,93.13319298245614
Qatar,7,31,OCO,Alpine,57.0,86.45,93.36670175438597
Qatar,8,77,BOT,Alfa Romeo,57.0,86.652,93.44012280701754
Qatar,9,24,ZHO,Alfa Romeo,57.0,86.323,93.60821052631579
Qatar,10,11,PER,Red Bull Racing,56.0,86.22,92.85591071428571
Qatar,11,18,STR,Aston Martin,57.0,86.352,93.52963157894737
Qatar,12,10,GAS,Alpine,57.0,85.793,93.54066666666667
Qatar,13,23,ALB,Williams,57.0,86.666,93.69385964912281
Qatar,14,20,MAG,Haas F1 Team,56.0,87.067,93.94228571428572
Qatar,15,22,TSU,AlphaTauri,56.0,87.174,94.07976785714285
Qatar,16,27,HUL,Haas F1 Team,56.0,86.444,94.18985714285714
Qatar,17,40,LAW,AlphaTauri,56.0,87.113,94.40428571428572
Qatar,18,2,SAR,Williams,40.0,87.983,96.71447500000001
Qatar,19,44,HAM,Mercedes,0.0,,
Qatar,20,55,SAI,Ferrari,,,
Saudi Arabia,1,11,PER,Red Bull Racing,50.0,92.188,97.50492
Saudi Arabia,2,1,VER,Red Bull Racing,50.0,91.906,97.6102
Saudi Arabia,3,14,ALO,Aston Martin,50.0,92.24,97.91977999999999
Saudi Arabia,4,63,RUS,Mercedes,50.0,92.433,98.02246
Saudi Arabia,5,44,HAM,Mercedes,50.0,92.941,98.1259
Saudi Arabia,6,55,SAI,Ferrari,50.0,92.822,98.22306
Saudi Arabia,7,16,LEC,Ferrari,50.0,93.056,98.36654
Saudi Arabia,8,31,OCO,Alpine,50.0,93.222,98.56116
Saudi Arabia,9,10,GAS,Alpine,50.0,93.392,98.5978
Saudi Arabia,10,20,MAG,Haas F1 Team,50.0,93.374,98.79925999999999
Saudi Arabia,11,22,TSU,AlphaTauri,50.0,93.931,98.85596
Saudi Arabia,12,27,HUL,Haas F1 Team,50.0,93.78,98.91582
Saudi Arabia,13,24,ZHO,Alfa Romeo,50.0,93.894,99.02466
Saudi Arabia,14,21,DEV,AlphaTauri,50.0,93.609,99.05293999999999
Saudi Arabia,15,81,PIA,McLaren,50.0,94.287,99.20508
Saudi Arabia,16,2,SAR,Williams,50.0,94.469,99.23126
Saudi Arabia,17,4,NOR,McLaren,50.0,94.122,99.23248
Saudi Arabia,18,77,BOT,Alfa Romeo,49.0,94.384,100.10087755102042
Saudi Arabia,19,23,ALB,Williams,27.0,95.567,104.67907407407408
Saudi Arabia,20,18,STR,Aston Martin,16.0,95.14,97.3425625
Singapore,1,55,SAI,Ferrari,62.0,97.666,103.18975806451614
Singapore,2,4,NOR,McLaren,62.0,98.046,103.20316129032257
Singapore,3,44,HAM,Mercedes,62.0,95.867,103.2103064516129
Singapore,4,16,LEC,Ferrari,62.0,98.275,103.53156451612904
Singapore,5,1,VER,Red Bull Racing,62.0,96.575,103.53604838709677
Singapore,6,10,GAS,Alpine,62.0,98.277,103.80988709677419
Singapore,7,81,PIA,McLaren,62.0,98.492,103.85762903225806
Singapore,8,11,PER,Red Bull Racing,62.0,97.108,104.0696129032258
Singapore,9,40,LAW,AlphaTauri,62.0,99.028,104.25420967741937
Singapore,10,20,MAG,Haas F1 Team,62.0,98.107,104.35335483870968
Singapore,11,23,ALB,Williams,62.0,97.342,104.3736129032258
Singapore,12,24,ZHO,Alfa Romeo,61.0,99.316,104.36081967213116
Singapore,13,27,HUL,Haas F1 Team,62.0,99.923,104.58024193548388
Singapore,14,2,SAR,Williams,62.0,98.531,104.58991935483871
Singapore,15,14,ALO,Aston Martin,62.0,96.456,104.60262903225806
Singapore,16,63,RUS,Mercedes,61.0,96.273,103.26696721311475
Singapore,17,77,BOT,Alfa Romeo,51.0,98.075,105.52156862745099
Singapore,18,31,OCO,Alpine,42.0,99.93,104.41664285714285
Singapore,19,22,TSU,AlphaTauri,0.0,,
Spain,1,1,VER,Red Bull Racing,66.0,76.33,79.9740303030303
Spain,2,44,HAM,Mercedes,66.0,76.676,80.33850000000001
Spain,3,63,RUS,Mercedes,66.0,77.875,80.46303030303031
Spain,4,11,PER,Red Bull Racing,66.0,76.666,80.515
Spain,5,55,SAI,Ferrari,66.0,78.403,80.6664090909091
Spain,6,18,STR,Aston Martin,66.0,78.722,80.93307575757575
Spain,7,14,ALO,Aston Martin,66.0,78.083,80.94383333333333
Spain,8,31,OCO,Alpine,66.0,78.946,81.02210606060606
Spain,9,24,ZHO,Alfa Romeo,66.0,78.753,81.06166666666667
Spain,10,10,GAS,Alpine,66.0,78.375,81.08766666666666
Spain,11,16,LEC,Ferrari,65.0,78.357,80.87029230769231
Spain,12,22,TSU,AlphaTauri,66.0,78.904,81.0444393939394
Spain,13,81,PIA,McLaren,65.0,78.679,81.26849230769231
Spain,14,21,DEV,AlphaTauri,65.0,78.594,81.28606153846154
Spain,15,27,HUL,Haas F1 Team,65.0,78.776,81.46913846153846
Spain,16,23,ALB,Williams,65.0,79.133,81.63096923076922
Spain,17,4,NOR,McLaren,65.0,77.182,81.67155384615384
Spain,18,20,MAG,Haas F1 Team,65.0,78.069,81.78867692307692
Spain,19,77,BOT,Alfa Romeo,65.0,78.242,81.97192307692308
Spain,20,2,SAR,Williams,64.0,79.247,81.8018125
United Kingdom,1,1,VER,Red Bull Racing,52.0,90.275,98.40873076923077
United Kingdom,2,4,NOR,McLaren,52.0,90.543,98.48190384615386
United Kingdom,3,44,HAM,Mercedes,52.0,90.545,98.54553846153847
United Kingdom,4,81,PIA,McLaren,52.0,90.85,98.55834615384614
United Kingdom,5,63,RUS,Mercedes,52.0,91.124,98.62453846153845
United Kingdom,6,11,PER,Red Bull Racing,52.0,90.914,98.65632692307692
United Kingdom,7,14,ALO,Aston Martin,52.0,91.338,98.73998076923077
United Kingdom,8,23,ALB,Williams,52.0,91.273,98.75296153846155
United Kingdom,9,16,LEC,Ferrari,52.0,91.255,98.76857692307694
United Kingdom,10,55,SAI,Ferrari,52.0,91.366,98.7831923076923
United Kingdom,11,2,SAR,Williams,52.0,91.699,98.86409615384615
United Kingdom,12,77,BOT,Alfa Romeo,52.0,91.852,98.90584615384616
United Kingdom,13,27,HUL,Haas F1 Team,52.0,91.776,98.92223076923077
United Kingdom,14,18,STR,Aston Martin,52.0,91.508,98.8415576923077
United Kingdom,15,24,ZHO,Alfa Romeo,52.0,91.769,98.98049999999999
United Kingdom,16,22,TSU,AlphaTauri,52.0,92.084,99.0074423076923
United Kingdom,17,21,DEV,AlphaTauri,52.0,92.353,99.0465
United Kingdom,18,10,GAS,Alpine,46.0,91.539,101.21558695652175
United Kingdom,19,20,MAG,Haas F1 Team,31.0,93.356,94.71748387096775
United Kingdom,20,31,OCO,Alpine,9.0,93.846,95.18633333333334
United States,1,1,VER,Red Bull Racing,57.0,89.708,92.25661403508772
United States,1,1,VER,Red Bull Racing,56.0,100.028,102.17348214285714
United States,2,11,PER,Red Bull Racing,57.0,90.56,92.35082456140351
United States,2,44,HAM,Mercedes,56.0,99.582,102.21333928571428
United States,3,14,ALO,Aston Martin,57.0,90.519,92.71905263157895
United States,3,4,NOR,McLaren,56.0,99.985,102.36585714285715
United States,4,63,RUS,Mercedes,57.0,91.015,92.83942105263158
United States,4,55,SAI,Ferrari,56.0,100.034,102.44369642857143
United States,5,55,SAI,Ferrari,57.0,91.362,92.91450877192983
United States,5,11,PER,Red Bull Racing,56.0,99.737,102.50307142857143
United States,6,44,HAM,Mercedes,57.0,90.669,93.15410526315789
United States,6,16,LEC,Ferrari,56.0,101.025,102.61401785714285
United States,7,16,LEC,Ferrari,57.0,91.434,93.1839298245614
United States,7,63,RUS,Mercedes,56.0,99.393,102.62019642857142
United States,8,10,GAS,Alpine,57.0,91.971,93.23340350877193
United States,8,10,GAS,Alpine,56.0,100.412,103.03080357142858
United States,9,31,OCO,Alpine,57.0,91.143,93.27673684210527
United States,9,18,STR,Aston Martin,55.0,99.908,102.82016363636365
United States,10,20,MAG,Haas F1 Team,57.0,91.691,93.36043859649124
United States,10,22,TSU,AlphaTauri,56.0,98.139,103.50233928571429
United States,11,22,TSU,AlphaTauri,57.0,91.038,93.38270175438598
United States,11,23,ALB,Williams,56.0,101.318,103.63342857142857
United States,12,18,STR,Aston Martin,57.0,90.862,93.39259649122806
United States,12,2,SAR,Williams,56.0,101.238,103.74528571428571
United States,13,77,BOT,Alfa Romeo,57.0,91.838,93.51373684210527
United States,13,27,HUL,Haas F1 Team,55.0,100.925,103.60038181818182
United States,14,23,ALB,Williams,57.0,91.852,93.53436842105263
United States,14,77,BOT,Alfa Romeo,56.0,101.972,103.93535714285714
United States,15,27,HUL,Haas F1 Team,57.0,90.901,93.56989473684212
United States,15,24,ZHO,Alfa Romeo,55.0,101.879,104.09669090909091
United States,16,24,ZHO,Alfa Romeo,57.0,91.736,93.63229824561404
United States,16,20,MAG,Haas F1 Team,54.0,101.506,104.03448148148148
United States,17,4,NOR,McLaren,57.0,92.401,93.7958245614035
United States,17,3,RIC,AlphaTauri,55.0,99.366,104.19658181818181
United States,18,21,DEV,AlphaTauri,57.0,91.562,93.81652631578947
United States,18,14,ALO,Aston Martin,48.0,99.954,103.453875
United States,19,81,PIA,McLaren,56.0,92.006,94.26969642857144
United States,19,81,PIA,McLaren,10.0,102.705,105.99560000000001
United States,20,2,SAR,Williams,56.0,92.384,94.51603571428572
United States,20,31,OCO,Alpine,6.0,104.789,108.14016666666667
