customer_id,age,annual_income,bmi,credit_score,years_employed,education_level,employment_status,region,marital_status,loan_purpose,customer_satisfaction,risk_category,loan_default
1038,18.0,32417.787818328372,33.04572193458798,684.5781864805307,1.15460029596616,Bachelor,Self-employed,Central,Widowed,Home,Dissatisfied,Low,0
1039,22.061767413218835,40885.05603209325,22.898854562405244,560.5014330380187,1.4374357644380313,High School,Full-time,South,Single,Personal,Neutral,Low,0
1040,40.36233483042948,30062.132711023012,26.595473599787827,672.459337063827,2.050839463757182,Bachelor,Self-employed,North,Divorced,Home,Neutral,Medium,0
1041,,13631.249304911993,23.898089398988024,543.524943373905,4.447713085818727,Master,Part-time,East,Single,Home,Very Satisfied,Low,1
1042,40.05641937427965,47957.956031874455,25.142721322739632,627.2513070413434,3.0295504042005,Associate,Full-time,East,Married,Business,Satisfied,Medium,0
1043,36.612220611341115,52948.28929410114,21.468653228372574,742.6471790859794,6.835298884036546,High School,Part-time,Central,Married,Car,Very Satisfied,Medium,0
1044,34.386755652928535,92922.08258100318,24.78011964283102,721.7031734363668,1.201240647745033,High School,Part-time,Central,Single,Personal,Very Satisfied,Medium,0
1045,20.257736115590873,79004.72593339236,26.361422168773004,651.366464828639,0.05364822583511099,Bachelor,Part-time,North,Married,Personal,Satisfied,Low,0
1046,29.3618694992635,,24.642642500692247,562.2674081669443,7.493005212243516,Associate,Full-time,North,Single,Personal,Satisfied,Medium,0
1047,32.47233474848255,27325.572549033222,25.69469248493099,708.1028940956774,8.620018161406687,Bachelor,Full-time,Central,Single,Car,Satisfied,High,0
1048,50.68546671462699,64582.476001404924,28.52520271718593,651.7443113928223,0.30661269303186833,High School,Self-employed,South,Divorced,Education,Satisfied,Medium,0
1049,42.12341947482154,126697.34097243386,32.693478845322,441.17159615926187,4.719691156884481,Master,Full-time,East,Single,Business,Neutral,Medium,0
1050,18.0,61569.42694113522,33.05577934056299,720.4366843684866,2.3757384573670612,High School,Full-time,North,Married,Car,Satisfied,,0
1051,41.88900763273754,,30.307108836984963,647.8190449517277,7.896863551263472,High School,Part-time,South,Single,Home,Satisfied,Medium,0
1052,33.3790126350042,164617.46489543686,20.200092607808422,758.2206123184765,10.373844545114181,Bachelor,Full-time,Central,Single,Education,Very Dissatisfied,Medium,0
1053,29.876935996328495,41727.64082940019,24.697950072150732,551.4256533041475,9.51917126937343,Bachelor,Part-time,West,Married,Home,Satisfied,Very High,0
1054,45.34011546609042,32268.156399980217,25.128574846436994,364.0966568123599,7.507499173122091,High School,Part-time,,Married,Medical,Very Satisfied,High,1
1055,50.371994269951415,,23.214250846057176,675.1175472510666,1.5670663506630271,High School,Part-time,West,Single,Personal,Satisfied,Medium,0
1056,49.175361429394385,19738.345757642674,28.211755895148034,676.2407309013776,8.353632430372281,High School,Full-time,South,Married,Home,Satisfied,Medium,0
1057,27.929389721328338,35916.72201618914,18.52835753359271,497.8395535154193,3.812255601113921,Bachelor,Full-time,East,Single,Car,Neutral,Medium,1
1058,34.28945148978543,101174.22096659633,34.96783234764146,,0.27099606151735744,Bachelor,Full-time,South,Divorced,Medical,Satisfied,Medium,0
1059,41.97516117684277,13063.501228600719,32.47610335760857,850.0,3.052666750500756,Bachelor,Self-employed,East,Single,Car,Neutral,Medium,0
1060,49.70654152546831,26305.35894487604,28.891011309508787,622.4950447261577,14.250193445794636,Bachelor,Full-time,South,Single,Personal,Very Satisfied,Medium,0
1061,32.24990914585652,45420.60496887193,,715.7863078738594,10.940006948096064,Bachelor,Retired,North,Married,Car,Very Satisfied,Low,0
1062,35.772092280034194,28960.52224407626,32.64419647536277,591.4406155368455,0.5393977677295155,High School,Part-time,North,Single,Personal,Very Satisfied,Medium,0
1063,24.72398031192766,35725.8013442372,29.947024683901336,461.8727391032159,,PhD,Unemployed,West,Single,Business,Dissatisfied,High,0
1064,23.64552051103195,36047.838962213435,32.03318892109046,634.6767577883685,,Master,Full-time,South,Married,Home,Neutral,Low,0
1065,47.750309868730376,42002.14082385188,26.2047395887008,626.0955895742505,1.5830709147539013,High School,Full-time,South,Divorced,Car,Very Satisfied,Very High,1
1066,54.274880342849876,31644.738775550948,35.446565429320835,614.0109585198466,3.189589633208465,High School,Unemployed,West,Widowed,Education,Very Satisfied,Low,0
1067,37.13587854103599,30129.862594326176,32.33443937844928,639.6823248044246,6.2064343335050545,High School,Full-time,Central,Married,Medical,Very Satisfied,Low,0
1068,50.04239477470429,85869.66028918074,29.04768147717966,673.7841444481073,2.89054165656083,High School,,South,Married,,Satisfied,Medium,0
1069,42.33963230057161,92022.87870730803,32.779864602155776,636.4894743871574,0.5984068503922474,Bachelor,Full-time,South,Married,Business,Satisfied,High,0
1070,30.258562944738507,21411.29772657219,24.40419029083014,536.2394448847373,6.118878717700088,Bachelor,Retired,South,Married,Car,Dissatisfied,High,0
1071,42.336747266100964,9360.383683292686,20.662498203264867,693.7566312405745,12.131605359157563,Bachelor,Part-time,Central,Single,Personal,Very Satisfied,Low,0
1072,56.45643879759163,92783.57501558337,28.107752565237377,474.5565420209819,5.284733339551463,,Part-time,North,Widowed,Personal,Satisfied,Low,0
1073,37.57008753068058,23452.203817166384,26.214547770932654,465.467828844422,7.431695123146751,Bachelor,Self-employed,West,Single,Car,Dissatisfied,Medium,0
1074,56.77572386976807,55695.06949607246,25.511413288611855,716.5262445231411,2.2186591604003763,Bachelor,Full-time,Central,Single,Home,Neutral,Low,0
1075,18.0,19160.322363163286,32.58156019674701,695.6318244921821,1.0117943183011584,,Self-employed,East,Divorced,Home,Satisfied,Medium,0
1076,47.86283005250269,106793.56930077293,27.335696066053153,644.8344171433367,5.1469284851353025,Associate,Full-time,East,Married,Business,Satisfied,Medium,0
1077,39.044564818858056,225528.2567524767,27.81784536767742,524.4096345720435,1.9857826445335394,Bachelor,Self-employed,Central,Single,Car,Dissatisfied,Medium,0
1078,34.41191179440959,54703.56421020378,24.86473720622952,586.2880153393332,9.833190649731108,High School,Full-time,Central,Single,Car,Neutral,Low,0
1079,39.101129318426025,,30.90561569639763,,0.6541213009559927,High School,Full-time,,Married,Medical,Neutral,Low,0
1080,18.0,,30.0093789065396,506.3695428283298,,Master,Full-time,East,Married,Education,Neutral,Medium,0
1081,,78360.83961068367,30.868298384471466,583.487420777909,2.5269322187110372,Bachelor,Full-time,West,Married,Business,Very Satisfied,Low,0
1082,42.28535085814096,68913.82228249937,24.013680166819107,708.7097304359012,13.907449385510585,High School,Part-time,South,Single,Home,Satisfied,Medium,0
1083,55.73472853689819,89509.41301922002,33.020442300234976,778.4574827860295,,Bachelor,Full-time,South,Widowed,Home,Satisfied,High,0
1084,31.78075738071623,33632.565451648145,35.69384211883187,612.2508722607305,0.04947812805829077,Bachelor,Full-time,,Single,Car,Satisfied,Low,1
1085,28.29807676528175,60118.36355442186,30.710191986623528,718.0839518884488,1.3596027868977592,Associate,Full-time,North,Married,Business,Neutral,Low,0
1086,31.978915476985563,35401.843002220114,,477.73459364712795,8.581688610115242,High School,Part-time,East,Married,Education,,Low,1
1087,48.98482541242489,25987.491657798135,22.488988578818994,709.350611700225,1.174321205438658,Master,Full-time,West,Single,,Very Satisfied,High,0
1088,41.94501331591621,47829.15871230769,24.62311522203456,577.6446426745267,1.377964303052451,Associate,Part-time,West,Single,Car,Satisfied,Low,0
1089,31.642877554795533,28183.510779403514,23.678113929907397,677.6611055037173,0.6957287873670314,High School,Full-time,Central,Divorced,Car,Satisfied,Very High,0
1090,44.15920919736027,99134.83762422903,26.144536871563677,627.7022823584261,6.283989044976995,Bachelor,Full-time,North,Divorced,Medical,Satisfied,Medium,0
1091,,29226.986983241815,29.66221233183924,768.837260880545,0.3584155982300211,Bachelor,Full-time,South,Single,Car,Very Satisfied,Low,0
1092,49.623739886394674,60969.41136862003,27.94976220374924,571.3007916494074,2.0114131552870957,High School,Unemployed,South,Divorced,Car,Dissatisfied,Low,0
1093,29.57536287347177,34130.4975795528,27.511445281931444,706.4845667805648,1.6599027830281772,High School,Part-time,,Single,Home,Neutral,Medium,0
1094,34.06805424082678,57886.39432883177,25.29398625099927,624.844328303312,4.050200023000714,High School,Full-time,South,Married,Personal,Very Satisfied,Medium,0
1095,33.29470216241411,,,635.7525069791302,6.554381159779109,PhD,Part-time,West,Single,Personal,Very Satisfied,Medium,0
1096,20.437820622414577,23055.813635558632,30.48287753764501,633.4531496156711,3.8058073125744505,High School,Self-employed,West,Divorced,Home,Satisfied,Low,0
1097,41.55344332477491,65530.020480589854,16.440209862500925,573.8894205955298,13.370127775707108,Bachelor,Full-time,North,Single,Car,Neutral,Medium,0
1098,41.13266326615867,42563.42633863638,26.443047957606343,648.7310930683996,,Master,Self-employed,East,Married,Business,Neutral,Low,0
1099,38.06136147970953,58197.10931934133,27.939937974636624,644.3616600090361,2.2428965174681417,High School,Full-time,South,Married,Medical,Satisfied,Medium,0
1100,35.18495439949824,37899.53942498982,30.417915342736464,671.7116223566056,7.518195930208208,PhD,,North,Single,Car,Very Satisfied,Low,0
1101,21.01555109539503,22097.90511284596,21.449770303580877,657.6054631123576,6.712370887069529,Master,Full-time,Central,Married,Personal,Dissatisfied,Medium,0
1102,32.95225612681569,93892.62848557328,21.185451587734406,721.8195094651013,11.172977903076282,Master,Full-time,Central,Single,Car,Satisfied,Low,0
1103,33.887425801678766,76271.50238936991,29.41977497439067,733.1157754442631,2.970525684220001,,Full-time,South,Married,Home,Very Satisfied,Medium,0
1104,28.372672769340575,34885.39065469856,16.97773879871542,555.4439010354979,3.7801493634730683,Bachelor,Retired,South,Single,Home,Neutral,Medium,0
1105,36.06457146000789,51116.75086738679,33.16094555380393,728.1895250531694,2.6873396072980333,Bachelor,Self-employed,South,Married,Car,Satisfied,Low,0
1106,42.84861028177446,91602.30278292057,27.632959957464053,543.2297215601131,9.49817971293071,PhD,Part-time,West,Divorced,Car,Neutral,Medium,1
1107,60.63423081452636,37263.776653610264,34.29360606421719,702.9070299323962,1.3048911771022855,High School,Full-time,South,Single,Medical,Very Satisfied,Low,0
1108,40.09493375398207,40899.343758825125,21.064638117152434,705.7764906232582,,Bachelor,Full-time,Central,Single,Home,Very Satisfied,Low,0
1109,41.090604688673174,56736.86756421248,24.318202656408797,,2.330895588727712,Associate,Full-time,South,Married,Car,Neutral,Very High,0
1110,37.106649010805995,37217.90947350612,15.0,658.3681321876469,1.309050498890834,High School,Full-time,East,Married,Home,Very Satisfied,Low,0
1111,18.0,81982.01707170997,22.52155118502362,607.8353497975716,4.116357193636788,Associate,Full-time,Central,Widowed,Personal,Very Satisfied,Medium,0
1112,37.6818334946094,44296.43735041997,25.580765596390602,581.7111267858163,0.7221823673062462,Bachelor,Unemployed,East,Single,Medical,Very Satisfied,High,0
1113,38.72276251929232,30625.199894822894,16.686462099957815,771.5767097629105,,Bachelor,Part-time,Central,Married,Home,Satisfied,Low,0
1114,67.55890534982343,70628.09552455525,24.526865939008005,591.1688773426323,12.234858726715991,Bachelor,Full-time,North,Divorced,Car,,High,0
1115,35.69166842262653,24704.028595308846,16.56329911569878,577.4260763793756,2.631604287708433,PhD,Part-time,Central,Divorced,Home,Neutral,Low,0
1116,41.61856810800335,164214.23029927615,25.212699075442874,656.8125446004584,6.896270341090224,,Unemployed,Central,Married,Education,Neutral,Medium,0
1117,37.58345876353708,126689.92164884997,32.23555963554118,711.7030771668575,0.6021575271407998,Bachelor,Self-employed,East,Single,Home,Satisfied,Medium,0
1118,23.975863548565616,66709.14214487188,26.325101249429387,637.2516272590885,1.422200055695374,Associate,Part-time,East,,Education,Neutral,Very High,0
1119,51.71387377418024,63424.06313242577,34.79103686305901,754.9733491102327,8.234287394341738,Associate,Retired,Central,Single,Business,Satisfied,Medium,0
1120,47.02319639224129,61664.57221235469,30.43146281697305,697.7878095767682,7.1983266680316085,Bachelor,Self-employed,Central,Divorced,Education,Satisfied,Medium,0
1121,47.49238336451656,,,453.9609812241713,2.4400716108043317,Master,Full-time,West,Single,Home,Very Satisfied,Medium,0
1122,27.087350542463135,58593.89489206884,22.675273795608582,602.3479732843692,15.438898134535313,Bachelor,Full-time,North,,Car,Very Satisfied,Low,0
1123,54.833531731233194,28173.030490318106,22.55429185803699,599.434211058347,,,Retired,North,Married,Business,Neutral,Medium,0
1124,21.177787246492628,66322.93547139043,28.22806708192684,693.142485808648,16.390575275383895,,Full-time,South,Married,Education,Satisfied,Low,0
1125,45.04228512560324,82512.7549493111,18.611489541835706,413.76646492632995,2.792335778473538,High School,Full-time,Central,Married,Home,Satisfied,Medium,0
1126,64.28546750971975,39071.49060210381,28.855718748810453,850.0,1.0999525349705368,Bachelor,Full-time,Central,Married,Personal,Neutral,Medium,0
1127,26.113564098431738,34301.313384257446,24.88040091726535,697.7923485404789,4.926310505791863,High School,Part-time,Central,,Education,Very Dissatisfied,High,0
1128,31.204427244766737,23683.024039406333,33.14998418773329,663.3989123525922,5.772313834402341,High School,Retired,Central,Single,Home,Very Satisfied,Medium,0
1129,39.19581638105169,117568.11422496442,29.897561270397052,756.3410944777231,0.6701820832128353,Bachelor,Full-time,North,Married,Home,Dissatisfied,High,0
1130,31.958292150605608,,31.983532151700636,850.0,7.72019492407214,High School,Full-time,East,Divorced,Medical,,Low,0
1131,,43510.456973802044,22.728969593024765,728.3671980129564,0.09112648046260116,High School,Unemployed,West,Widowed,Car,Very Satisfied,Low,0
1132,38.82275569767233,58694.033165423134,31.741051343808643,735.3931786824458,3.2959358985711558,Bachelor,Full-time,East,Married,Medical,Satisfied,Medium,0
1133,25.25235543528674,58065.36198147979,33.72356247182142,661.7621022017944,2.009977616634901,Bachelor,Full-time,East,Married,Car,Very Satisfied,Medium,0
1134,43.68310916762218,76721.4076600672,26.306430883098297,637.2626821969747,6.741199714102997,Master,Unemployed,North,Married,Car,Neutral,Medium,0
1135,26.96690918919436,39042.34276582297,22.803246903167558,607.1784100395589,1.8753638062866018,Bachelor,Full-time,West,Married,Business,Very Satisfied,High,0
1136,56.59921286021047,24755.40769647056,,575.6499207456912,8.766746752810771,Associate,Full-time,Central,Widowed,Home,Very Satisfied,Low,0
1137,28.600960491965154,22287.935779383006,32.695064960079826,588.1687310270453,4.518766879764889,Master,Part-time,North,,Car,Dissatisfied,Medium,1
1138,34.13526180553189,34629.00346329047,39.921728712116554,528.4499632091315,7.8968079139190275,Bachelor,Full-time,North,Single,Car,Satisfied,Low,1
1139,47.76220660843604,27691.747267271614,21.59177464912389,643.1715694383479,,,Unemployed,West,Widowed,Personal,Satisfied,Low,0
1140,23.229628202792536,40856.858331796335,21.2073997497872,,,High School,Full-time,South,Married,Education,Very Dissatisfied,Low,0
1141,40.72951921524955,107424.9009340851,31.107070903372396,667.182487172934,20.981991543577195,Bachelor,Full-time,North,Married,Car,Very Satisfied,High,0
1142,53.685713051389136,39090.43459263599,22.730432353166776,646.7302452761893,0.14630131769007276,Bachelor,Full-time,,Widowed,Car,Satisfied,Medium,1
1143,18.71020118526527,39081.69521158915,31.59177692114135,663.224176854802,2.063506041865262,Bachelor,Full-time,East,Single,Education,Satisfied,Low,1
1144,40.21560630238765,48540.8375632725,28.82673086763323,603.0081586982006,0.5706232915963655,Bachelor,Self-employed,Central,Married,Home,Neutral,Medium,0
1145,41.11859353098108,38431.203712315124,,850.0,1.5211236296218147,Bachelor,Self-employed,North,Married,Home,Satisfied,Medium,0
1146,47.381874461327726,47078.196738469764,28.70635767260844,772.4104310162281,9.128274387826723,PhD,Unemployed,Central,Single,Car,Very Satisfied,High,0
1147,23.156591469463017,67813.83664989212,28.40099184576697,537.9911749923749,,Bachelor,Full-time,,Married,Business,Satisfied,Medium,0
1148,22.154520642988686,83353.8962600628,25.601967511069123,670.9581278684209,3.67175181916278,High School,Self-employed,West,Single,Car,Satisfied,Low,0
1149,44.263298787402775,89494.09458928656,17.718194841807527,,4.186574205995998,Master,,North,Single,Education,Satisfied,Very High,0
1150,41.56381607879823,168402.34947395467,27.393253642945176,,4.118001114246134,,Self-employed,South,Married,Business,Neutral,Low,0
1151,41.00591420415052,68983.02009415856,34.36530183032082,529.3935135988459,3.224615157241286,Bachelor,Self-employed,East,Married,Medical,Satisfied,Medium,1
1152,42.15737851396371,187341.29528194256,18.456156683977383,688.8995021683329,7.81761569524865,PhD,,West,Single,Personal,Dissatisfied,Medium,0
1153,29.83970334105811,,21.671074899305275,,0.716714496431683,Bachelor,Full-time,East,Widowed,Car,Very Dissatisfied,Low,0
1154,40.78704436593204,,28.634134873830053,737.1043421622684,1.8595014283402538,Bachelor,,Central,Married,Business,Dissatisfied,Medium,0
1155,41.516869679584175,39017.84433296779,26.692959313661405,739.4403993077395,4.781997891292361,Bachelor,Part-time,West,Single,Medical,Very Satisfied,Low,0
1156,29.427782983683585,41389.75401165823,28.555910797921445,,5.871283118752109,Associate,Retired,South,Single,Education,,High,0
1157,60.38929413373708,45618.85840607817,23.00340896086169,573.2851910533307,2.5888184476992118,Associate,,East,Divorced,Car,Dissatisfied,Low,1
1158,43.68599505094145,42994.50403230824,32.31229143296153,692.7829049622809,10.412080339087472,Bachelor,Full-time,North,Married,Home,Neutral,Medium,0
1159,23.704358033568216,51611.72931972632,26.734502828451056,706.920879497807,2.684936003893389,Bachelor,Full-time,North,Single,Personal,Dissatisfied,Medium,0
1160,45.878643303605955,34612.951039385705,29.984927611715285,607.3239642406431,2.5773162576872077,Bachelor,Self-employed,North,Single,Home,Very Satisfied,Low,0
1161,26.303819957272143,80658.3251460003,28.10138705485548,580.5405238346412,0.1843950451533351,High School,Full-time,West,Married,Home,Satisfied,,0
1162,,35182.32058225248,27.37747483980496,794.8568599198376,4.005236103686082,Bachelor,Full-time,South,Single,Education,Satisfied,High,0
1163,51.903146948088846,72646.91752250305,29.63416828514065,670.4746288158848,6.1666791897780655,,Full-time,South,Married,Personal,Satisfied,Medium,0
1164,28.151812179779476,122594.09930960296,27.43243976983475,707.2370975640564,0.6076649595914947,Bachelor,Part-time,South,Divorced,Car,Satisfied,Medium,0
1165,49.56051355093186,39566.519723687365,20.54900485952244,576.0131589354866,1.8223315619234857,Bachelor,Full-time,East,Single,Personal,Neutral,Medium,0
1166,42.95337112323798,78954.73959789879,31.936784128579824,540.2643980130026,7.5992877148564775,Bachelor,Self-employed,West,Divorced,Personal,Dissatisfied,Very High,0
1167,47.86472191993388,68562.12676900244,30.590636431240917,598.7495202957101,2.2778962956894846,Bachelor,Full-time,North,Divorced,Education,Very Dissatisfied,Low,0
1168,60.76151579184737,189421.90908889452,15.96574804321095,,1.3827378720370325,Associate,Full-time,East,Divorced,Education,Satisfied,Medium,0
1169,35.05534260796556,36210.40042446436,23.228998575621613,554.2201993864386,5.576768184865758,Master,Full-time,South,Widowed,Education,Very Satisfied,Low,0
1170,,78987.34826529729,31.711802312464034,649.1139672214655,1.0955010437084112,High School,Full-time,North,Divorced,Medical,Neutral,High,0
1171,27.32582684449372,18479.057539198606,17.365357267610833,498.034533073835,11.300163123031135,,Full-time,West,Married,Business,Neutral,High,0
1172,28.210276580414742,36405.85722876535,31.217834409503723,549.1957319777115,0.558001916155501,High School,Full-time,,Married,Medical,Very Satisfied,High,0
1173,37.07477948703075,60599.12315468862,25.793887321728747,710.3820123449187,6.130236691050896,High School,Part-time,South,Married,Home,Dissatisfied,Very High,0
1174,42.09382369779973,113085.10789896852,33.20141285166996,704.3411468250105,3.4612249511440467,Master,Full-time,South,Divorced,Car,Dissatisfied,Low,0
1175,41.320289591960226,23492.58177171474,,614.731091115182,10.198395737733781,High School,Full-time,South,,Home,Very Satisfied,Low,1
1176,,78562.86288982956,22.889660035021862,558.4012121830742,0.6744907226011064,Bachelor,Unemployed,South,Single,Education,Satisfied,Low,0
1177,38.156022702534884,47196.07097766539,28.040428303795704,,5.664387233004037,Master,,North,Single,Personal,Satisfied,Medium,0
1178,55.442408925887804,19674.593414010647,26.34807255245007,616.4058578652817,4.243798765942612,Master,Self-employed,,Divorced,Car,Satisfied,Medium,0
1179,34.82411800114453,54663.533778672034,22.445744329296595,708.0066642480763,3.2704991644760986,PhD,Self-employed,East,Married,Home,Satisfied,High,0
1180,70.64202999907542,136693.53657694304,37.591717415056934,733.5421122209892,3.3805385366215353,High School,Full-time,,Married,Home,Very Dissatisfied,Low,0
1181,45.50800817318007,25027.898059531206,21.644509092078426,605.3121438066228,6.4002564874841195,Bachelor,Self-employed,West,Single,Car,Satisfied,Medium,1
1182,,45891.599908810706,15.28522312470103,546.1856816613695,13.882313476751293,High School,Full-time,East,Married,Home,Satisfied,High,0
1183,25.14929002326665,27119.72519882376,,674.10592740797,,Associate,Full-time,South,Single,Car,Very Satisfied,Low,0
1184,43.78966898291822,37006.55140136547,23.582182638420367,575.8818526436736,0.09847666807541607,Master,Full-time,West,Married,Personal,Very Satisfied,Low,1
1185,35.31844657608979,115763.20946842873,25.016133695171522,603.3572625024917,8.191882941359864,Associate,,South,Married,Car,Neutral,Medium,0
1186,46.568005929105105,41651.19400225331,24.710469676854828,769.2748481393334,0.5723953039603868,Bachelor,Full-time,West,Widowed,Business,Satisfied,Medium,0
1187,,113656.88890219707,23.65174282920837,724.4403885709191,21.598751882782633,Bachelor,Full-time,Central,Married,Education,Dissatisfied,Very High,0
1188,37.12605304811753,95361.71138976079,22.66903764368277,664.2176881026306,,Bachelor,Full-time,South,Married,,Dissatisfied,Medium,0
1189,27.83847538317914,39432.958348208624,21.515913487515178,535.527289899855,5.261503042079188,PhD,Full-time,South,Married,Home,Satisfied,High,0
1190,19.821833303769623,36258.90639050431,26.823798808522827,669.0256910723593,1.1087956936410792,High School,Full-time,South,Married,Medical,Satisfied,Medium,0
1191,32.641820575195744,28635.449317696624,24.490062211621826,745.6391561708774,1.3742393237970454,Bachelor,,North,Single,Business,Satisfied,,0
1192,48.27678553188167,28042.353841877633,,616.1929700811017,5.384503057651063,Master,Full-time,East,Married,Car,Satisfied,Low,1
1193,40.56912492956245,60592.38091663054,28.91347025808077,771.6002680988043,12.024575356540142,Bachelor,Full-time,South,Divorced,Home,Very Satisfied,Low,1
1194,,48442.3064385094,21.86243903237298,766.3470760566386,20.19659922879185,High School,Part-time,South,Married,Home,Satisfied,Low,0
1195,40.078171110214186,33719.6738255454,27.042606380361782,799.7359548929126,1.1034262934096284,Bachelor,Full-time,North,Married,Personal,,Low,0
1196,42.62380855674604,19355.700348460512,24.410808379393234,677.4718813878218,0.7200425621010533,Associate,Unemployed,North,Widowed,Education,Dissatisfied,Medium,0
